overall_qual,gr_liv_area,neighborhood,garage_cars,total_bsmt_sf,mortgage_rate,days_on_market,distance_to_center,total_sf,age_at_sale,years_since_remodel,total_bath,predicted_sale_price,actual_sale_price
8,2524,NWAmes,2,2524,5.222,78,3.47,8.526945482858915,28,28,3.5,313997.92040204856,278000
3,1733,Edwards,2,0,5.42,49,2.96,7.458186157340487,54,54,2.0,132773.8191257336,139600
9,2868,StoneBr,3,1992,6.7625,119,4.63,8.488999457045455,1,0,3.5,507811.3448121083,556581
5,990,CollgCr,2,990,5.9175,41,2.04,7.591357046698551,14,13,1.5,139552.56109206844,145000
5,1771,Mitchel,2,0,4.875,32,2.95,7.4798641311650265,49,3,1.0,136394.0731698383,115000
4,930,Edwards,1,0,5.098000000000001,39,2.99,6.836259277277067,64,4,1.0,100101.68411911599,84900
7,1302,Gilbert,2,1302,6.572,28,3.66,7.865187954187467,0,0,2.0,186711.1463051013,176485
7,1316,CollgCr,2,1316,6.375,29,2.22,7.87587915949631,0,0,2.0,197911.4859981228,200141
6,1977,NAmes,2,816,6.657500000000001,44,1.83,7.935229539816907,43,29,2.0,164700.84637691532,165000
5,1526,Edwards,1,1216,4.8875,39,2.86,7.916807490937603,53,8,1.0,143181.54794722435,144500
8,1989,CollgCr,2,1065,6.24,62,2.24,8.024534871605695,4,4,3.5,261946.52640269493,255000
6,1523,NWAmes,2,1193,6.036,25,3.86,7.907283609426348,32,32,2.5,164023.13620268236,180000
7,1364,NridgHt,2,1364,6.682,41,5.39,7.911690520708339,1,1,3.0,224813.54884416197,185850
7,1850,NoRidge,2,973,5.047499999999999,44,4.54,7.945909598613133,15,15,2.5,247520.07986591698,248000
9,2184,NridgHt,3,1104,5.222,78,4.02,8.098338846189057,1,1,3.5,334281.8928541469,335000
6,1991,Crawfor,2,854,6.156000000000001,35,2.8,7.953669778649798,75,57,1.5,195916.47132875407,220000
8,1338,StoneBr,2,1338,5.098000000000001,40,4.37,7.892452043520352,9,9,3.0,214904.95960463438,213500
3,894,IDOTRR,3,894,6.4775,61,0.42,7.489412083508719,73,58,1.0,76684.1529672353,81000
5,2337,OldTown,2,662,6.3825,52,1.09,8.006367567650246,107,57,2.0,117442.64230281024,90000
6,1103,OldTown,2,1103,6.7625,41,0.31,7.699389406256737,81,26,1.0,119883.45009330615,110500
5,1154,NAmes,2,1154,4.875,45,1.83,7.744569809354496,43,43,1.5,149069.9744569693,154000
7,2260,ClearCr,2,1306,5.098000000000001,63,3.16,8.17948018535889,14,13,3.5,273202.3884133832,328000
6,1571,Gilbert,2,799,4.8575,25,3.72,7.771067086065406,16,15,2.5,173772.2182538126,178000
6,1611,NAmes,2,780,6.32,26,1.44,7.779885115070522,44,44,2.5,171529.4671154032,167900
6,2521,MeadowV,2,942,6.682,66,2.57,8.150179269682326,33,33,3.5,163592.16349397931,151400
5,893,NAmes,2,845,6.2620000000000005,45,2.03,7.461065514354283,58,4,1.5,133458.42866003487,135000
5,1048,NAmes,1,1048,6.657500000000001,37,1.27,7.64826303090192,51,51,2.0,126180.90761304002,135000
6,1556,NWAmes,2,727,4.8575,33,3.67,7.7336835707759,41,41,1.5,148224.255303211,154000
5,1456,Edwards,1,810,6.523999999999999,26,2.7,7.726212650507529,58,56,2.5,106514.84112374902,91500
6,1426,Edwards,2,690,5.222,40,3.27,7.6577552711348655,32,32,1.5,147675.45287625137,159500
7,1240,CollgCr,3,1240,6.2620000000000005,36,2.32,7.816416983691801,1,1,2.0,188206.4861063709,194000
7,1740,Crawfor,1,800,6.695,31,2.37,7.840312983320164,67,23,1.5,189296.3131099886,219500
5,1466,OldTown,2,796,6.5075,38,1.19,7.724446645633537,70,17,2.5,163032.31665192483,170000
5,1096,NAmes,1,1096,6.324,34,1.41,7.693025748417888,37,37,2.0,132275.49252880324,138800
6,848,CollgCr,2,848,6.5975,52,2.2,7.436617265234227,2,2,2.0,140132.46040378857,155900
5,990,CollgCr,1,990,6.18,50,2.34,7.591357046698551,13,13,1.0,129864.70399400927,126000
6,1258,NWAmes,2,1258,6.2,32,3.41,7.830822995135316,37,4,2.5,167517.79653464994,145000
5,1040,Sawyer,1,1040,4.7375,40,2.34,7.640603826393634,47,47,2.5,118896.6632988638,133000
7,1459,CollgCr,2,1459,6.3825,25,2.57,7.978996370854115,5,5,2.0,194626.298878022,192000
6,1251,NAmes,1,1251,6.324,38,1.49,7.8252452914317745,42,42,2.0,152017.01806692654,160000
6,1498,Gilbert,2,691,6.7625,28,3.63,7.691656822810547,11,10,2.5,177811.39113453857,187500
6,996,SawyerW,2,936,5.098000000000001,47,2.95,7.566828479208331,18,18,2.0,159981.79849153894,147000
4,1092,MeadowV,1,546,4.8875,31,2.54,7.40184157874383,37,37,1.5,92538.74797875521,83500
8,1953,Somerst,3,1082,4.8575,58,3.36,8.01829613851552,4,3,2.5,252004.835031004,252000
7,1709,Edwards,2,970,6.5075,29,3.4,7.893572073504902,2,2,2.0,141030.60516339305,137500
8,1247,Somerst,2,1247,6.5075,54,3.45,7.822044008185619,1,1,2.5,200838.9719418751,197000
3,1040,NAmes,2,0,5.42,57,2.18,6.947937068614969,59,59,2.0,88993.42940559557,92900
7,1252,Somerst,2,600,5.97,35,3.31,7.52456122628536,9,8,3.5,157956.40441909005,160000
6,1694,SWISU,2,1181,6.32,22,0.41,7.964155718840937,83,58,2.0,157623.64775108235,136500
5,1200,NAmes,2,864,6.3575,29,1.72,7.632885505395133,41,8,2.5,163231.15541621498,146000
5,936,NAmes,1,936,4.8875,35,2.61,7.5352967024440884,54,10,2.0,132332.03232433033,129000
6,1314,CollgCr,2,1314,6.156000000000001,29,2.53,7.874358824729881,1,1,2.0,177155.8202574123,176432
6,1355,IDOTRR,0,684,6.156000000000001,37,1.6,7.620705086838262,93,1,1.5,122413.46982570097,127000
8,1088,StoneBr,2,1074,6.375,39,3.91,7.679251425953058,21,21,1.5,158809.4969603267,170000
4,1324,BrkSide,1,672,5.222,40,1.24,7.599401333415815,73,59,1.0,114012.45025339177,128000
7,1601,NWAmes,2,1271,4.8100000000000005,45,3.65,7.96311205897929,31,31,2.0,165457.6089529011,157000
2,438,SWISU,1,290,5.047499999999999,101,0.92,6.591673732008658,89,59,1.0,59294.74785085439,60000
5,950,NAmes,1,950,6.695,40,1.81,7.550135342488429,36,36,1.0,114653.98305348831,119500
5,1134,NAmes,1,1010,6.18,46,1.97,7.6708948313621175,47,5,1.0,125624.5958639481,135000
6,1194,NAmes,2,655,6.7625,29,2.25,7.52294091807237,47,47,1.5,157529.17210491895,159500
5,1302,BrDale,2,630,6.18,30,2.16,7.566828479208331,37,37,2.5,108818.58234854334,106000
8,2622,NoRidge,2,1463,5.098000000000001,100,4.3,8.315321775377567,16,15,3.5,330569.8198886611,325000
7,1442,SawyerW,2,910,6.2620000000000005,30,2.5,7.763446388727362,17,16,3.0,190909.69727706647,179900
7,2021,Gilbert,2,868,6.4025,51,3.48,7.969011781106478,0,0,2.5,253345.0128255544,274725
6,1690,Gilbert,2,924,6.208,27,3.97,7.869019376499023,7,7,2.5,166548.75125412256,181000
8,1836,NridgHt,3,1836,5.0025,37,4.34,8.208764045819667,5,4,3.0,308299.2091456348,280000
6,1658,Gilbert,2,773,6.32,38,3.85,7.796469243086058,13,12,3.5,187559.15003487194,188000
7,1964,NWAmes,2,803,6.0375,46,3.58,7.92588031673756,32,32,2.5,192907.74960437405,205000
5,816,NAmes,1,816,6.7625,56,2.16,7.398174092970465,49,49,2.0,120615.45041040836,129900
5,1008,NAmes,1,1008,6.2620000000000005,41,2.26,7.6093665379542115,54,1,2.0,132733.33427014205,134500
5,833,OldTown,1,833,6.523999999999999,47,0.94,7.418780882750794,52,6,1.0,116837.35319333816,117000
8,1734,NridgHt,3,1734,6.208,53,4.45,8.15162164696975,0,0,3.0,309186.7531931521,318000
8,1419,Gilbert,2,408,5.0025,50,3.73,7.510977752014095,7,7,3.5,188437.57527233337,184100
5,894,Sawyer,2,894,6.036,36,2.03,7.489412083508719,41,5,2.0,131594.25530593202,130000
5,1601,Sawyer,1,533,5.286,22,2.66,7.666221925662725,50,21,1.5,132065.1250005964,140000
5,1040,NAmes,1,1040,6.7625,42,1.94,7.640603826393634,47,47,1.0,124144.0705646974,133700
6,1012,IDOTRR,1,1012,6.2620000000000005,45,1.33,7.613324979540639,87,57,1.0,112057.02910913694,118400
7,1552,CollgCr,3,1552,6.7625,27,2.46,8.040768994367578,1,0,2.0,236079.52075573316,212900
4,960,Edwards,1,672,4.952,53,3.19,7.398174092970465,53,53,1.0,88597.075638555,112000
5,698,Edwards,0,698,5.42,54,3.02,7.242082359256962,62,1,1.5,107515.266692728,118000
7,1482,Gilbert,2,384,6.695,39,4.18,7.532088143541722,15,15,2.5,164171.18139666624,163900
4,1005,NAmes,2,1005,4.875,34,2.53,7.606387389772652,54,54,1.0,109155.70272498288,115000
7,1555,Blmngtn,3,1373,5.42,45,2.26,7.982416346827733,2,2,2.0,194363.7801059819,174000
7,1530,Gilbert,3,1530,6.208,40,3.5,8.026496938945412,3,3,3.0,240163.3406032394,259000
7,1959,Gilbert,2,847,6.695,46,4.0,7.939871576361883,3,2,2.5,216966.608874809,215000
5,936,OldTown,2,936,6.572,36,1.07,7.5352967024440884,27,27,2.0,128080.8179008568,140000
4,1981,SWISU,2,1122,4.93,41,1.33,8.04044688130311,81,59,3.0,134448.26837000335,135000
5,974,Mitchel,0,974,6.3825,40,2.6,7.575071699507561,16,15,1.0,108037.03736782106,93500
6,2210,OldTown,1,1008,6.2620000000000005,44,0.44,8.076826031298808,127,57,2.0,125472.82601975037,117500
8,2020,SawyerW,2,1128,5.42,51,2.53,8.054840221101024,14,14,2.5,240327.88717993445,239500
6,1600,Gilbert,2,916,6.572,21,3.88,7.830822995135316,10,10,2.5,177470.70675310248,169000
6,986,BrkSide,1,960,6.2620000000000005,49,0.96,7.5740450053721995,81,57,1.0,103080.22114056563,102000
6,1252,NAmes,1,1032,5.9175,39,2.21,7.734121303328305,58,58,1.0,120366.39399549991,119000
5,1020,Sawyer,0,780,4.8875,38,2.54,7.496097345175956,135,14,1.0,92834.61521120771,94000
6,1567,Mitchel,2,1567,4.8575,39,2.97,8.050384453067021,32,32,3.0,200164.02420718002,196000
5,1167,BrkSide,2,915,6.2620000000000005,34,1.58,7.641564441260972,87,57,1.0,110043.88907761303,144000
5,952,NAmes,2,952,6.32,49,1.81,7.552237287560802,57,57,2.0,124251.49509825672,139000
5,1868,NWAmes,2,780,4.952,37,3.66,7.88193748927207,33,33,3.5,189065.38419297332,197500
8,2828,CollgCr,3,1466,6.18,104,1.72,8.365206834418355,1,0,4.0,389296.27644571936,424870
5,1006,Sawyer,0,1006,6.425999999999999,50,2.35,7.607381425639791,49,49,1.0,97731.5229821323,80000
4,924,Edwards,1,672,4.564,50,2.67,7.3758821482150125,69,60,2.0,93023.19262272982,80000
5,1576,BrkSide,1,1042,6.523999999999999,34,0.81,7.870547844507712,78,56,1.0,131239.88065845298,149000
6,1298,SawyerW,2,1298,6.5975,35,2.5,7.862112211662748,21,21,3.0,175292.78013194693,180000
7,1564,Crawfor,1,704,5.222,32,2.44,7.727094484779841,68,59,1.5,177544.05535293292,174500
7,1111,OldTown,1,572,6.4775,41,0.72,7.428927194802272,82,58,1.0,119186.24597137621,116900
7,1482,OldTown,2,650,5.222,44,0.5,7.665284718471351,89,21,1.5,155134.59354195514,143000
6,932,NAmes,1,932,6.208,51,1.76,7.5310163320779155,57,57,1.0,126562.60279441185,124000
5,1466,Edwards,2,1466,6.24,21,2.49,7.983781068977451,47,47,1.5,150697.44160587073,149900
6,1811,Crawfor,2,1073,6.7625,36,2.46,7.9672801789422,50,2,1.0,218657.63051591243,230000
6,816,IDOTRR,1,816,6.32,58,0.67,7.398174092970465,78,1,1.0,115777.8960254437,120500
7,1820,NAmes,2,864,6.036,30,2.13,7.895436006942965,43,20,2.0,212048.8673530472,201800
5,1437,Veenker,2,1437,6.695,37,4.54,7.963807953231451,31,3,3.0,211480.14619163604,218000
5,1265,NAmes,2,1219,6.2,24,2.2,7.818027938530729,43,9,2.5,193968.28107998797,179900
7,1314,NridgHt,2,1314,5.222,42,5.03,7.874358824729881,2,1,3.0,206435.99608129796,230000
8,1580,Somerst,3,1580,6.32,33,4.11,8.058643712215618,1,0,2.0,230763.4584772533,235128
6,1876,NWAmes,2,901,6.425999999999999,31,3.83,7.9294865233142895,34,34,2.5,186604.5860467479,185000
6,1456,NPkVill,2,855,4.564,41,2.27,7.7458682297922685,32,32,2.5,134257.61564882108,146000
6,1640,Crawfor,2,1296,6.0875,23,2.28,7.98514393119862,54,2,2.0,222154.1968117437,224000
5,894,Sawyer,2,894,6.2620000000000005,41,2.69,7.489412083508719,39,39,1.0,123133.63997914732,129000
4,1258,Sawyer,2,1198,5.758,34,2.67,7.806696372521179,39,39,3.0,125891.50156797029,108959
5,1432,Veenker,2,1360,6.657500000000001,38,4.33,7.934871565945177,29,29,2.5,204158.42652085665,194000
7,1502,NridgHt,2,1502,5.0575,35,5.14,8.008032846969307,0,0,2.0,219174.81612736447,233170
8,1694,CollgCr,3,1694,4.99,41,2.28,8.128290171607052,2,2,2.0,244114.8183052788,245350
6,1671,Gilbert,2,959,6.2525,36,4.05,7.875119281040293,6,6,3.5,189201.88904046707,173000
6,2108,Edwards,2,1127,6.425999999999999,52,2.91,8.082093278178382,73,22,2.0,205755.09599171294,235000
10,3627,NoRidge,3,1930,6.7625,162,4.32,8.62299361030245,11,10,4.5,609012.736038212,625000
6,1118,Mitchel,1,1096,6.425999999999999,31,3.0,7.703007682479236,31,31,2.0,160715.41236631974,171000
6,1261,NAmes,2,1261,6.0875,39,2.04,7.833203948641057,50,50,2.0,166790.56993893225,163000
7,1250,Somerst,2,625,5.97,38,3.3,7.53689712956617,2,1,2.5,160712.9127354921,171900
5,3086,ClearCr,0,1598,6.156000000000001,112,3.08,8.344267356262645,61,13,3.0,199086.29917075855,200500
6,2345,Crawfor,2,952,6.7625,67,2.73,8.101071503119543,74,56,2.5,234638.9250001685,239000
8,2872,NoRidge,2,1683,6.18,119,4.23,8.424200324567073,15,7,2.5,315616.5634518464,285000
5,923,Mitchel,1,876,6.2,54,3.11,7.495541943884256,24,23,2.0,121215.665553195,119500
6,1224,OldTown,1,818,4.93,38,0.1,7.622174594817622,83,5,1.0,115149.15011011576,115000
5,1343,Crawfor,1,731,5.222,33,2.68,7.637716432664798,88,59,1.5,131048.6361668249,154900
5,1124,Edwards,0,0,6.5075,29,2.66,7.025538314638521,52,52,1.0,88827.87131781779,93000
7,2514,Timber,2,1216,6.5075,81,3.92,8.224431573221159,16,15,2.5,238049.4448498576,250000
8,1652,Crawfor,2,1600,6.0875,37,2.63,8.087332926473351,0,0,3.5,298121.3081605493,392500
10,4476,NoRidge,3,2396,6.695,152,4.86,8.835355971121606,11,11,4.5,698433.3764507497,745000
5,1130,OldTown,2,1120,6.682,34,0.73,7.719129840906732,86,56,2.0,133605.27206770104,120000
5,1572,Timber,3,1572,6.2620000000000005,38,3.87,8.05356916913454,44,44,2.5,202758.0473427226,186700
5,1221,Edwards,1,784,6.324,36,2.67,7.603897968521881,82,56,2.0,123526.15014099047,104900
3,1699,OldTown,2,978,5.1925,54,0.41,7.8928255262511176,109,39,3.0,102660.30525078524,95000
8,1624,NoRidge,3,1624,6.7625,37,4.88,8.0861025356691,12,11,3.0,262398.3163835097,262000
7,1660,CollgCr,2,831,5.222,40,2.15,7.820840879907344,7,7,2.5,186473.16416875776,195000
7,1804,Gilbert,2,994,4.7375,38,3.92,7.937017489515454,11,11,2.5,191972.06527923638,189000
4,1622,Mitchel,4,1249,6.156000000000001,27,3.22,7.962763930168115,46,32,2.0,187769.77492412,168000
8,1441,Somerst,2,776,6.208,47,3.84,7.704361167910313,8,7,2.5,177552.71946883533,174000
5,1472,OldTown,1,702,6.695,30,1.31,7.684783943522785,82,13,1.0,137643.15065680782,125000
6,1224,Mitchel,2,1224,5.42,29,3.38,7.803435056952168,10,10,3.0,162497.4575910318,165000
6,1352,Sawyer,1,663,4.9675,38,1.97,7.60887062919126,41,41,1.5,150753.67192828946,158000
6,1456,Gilbert,2,728,6.425999999999999,39,4.2,7.68937110752969,3,3,2.5,165288.72292688268,176000
7,1863,Gilbert,3,879,6.24,43,3.2,7.916807490937603,0,0,2.5,232732.20790083188,219210
7,1690,OldTown,1,815,6.7625,35,0.5,7.826443135456014,90,56,1.0,151275.3840608308,144000
7,1212,CollgCr,2,1212,5.42,38,2.0,7.793586803371584,8,8,2.0,171925.40761637397,178000
4,1382,Sawyer,2,1051,6.3575,29,2.68,7.797291273547472,43,27,1.5,137504.78952580728,148000
4,864,NAmes,1,864,6.7625,48,1.97,7.455298485683291,36,36,1.0,100685.03409100714,116050
7,1779,CollgCr,2,866,5.0025,29,1.76,7.880804344674901,11,11,2.5,198590.30119122606,197900
5,1348,BrkSide,1,884,4.8575,31,1.03,7.711101251840158,84,12,2.0,138647.29976979544,117000
7,1630,CollgCr,2,1630,4.952,27,2.61,8.089789175789319,9,8,2.0,206555.52521093696,213000
5,1074,NWAmes,2,1056,6.7625,33,3.49,7.664346632098617,31,31,2.5,144131.19697362208,153500
7,2196,SawyerW,3,2158,5.42,47,2.73,8.379079889286603,19,18,2.0,299010.54401450953,271900
4,1056,SawyerW,1,1056,6.24,51,2.49,7.655864017616056,40,40,2.0,111993.85153755857,107000
6,1700,CollgCr,2,1682,6.5975,37,2.1,8.12651816878071,3,3,3.0,221058.21990222696,200000
5,1283,NAmes,2,931,6.2,24,1.83,7.703007682479236,46,28,2.0,142282.49782915032,140000
8,1660,Somerst,2,1660,6.5975,47,3.4,8.108021221376747,0,0,3.0,284386.25501419854,290000
6,1845,SawyerW,2,1055,4.8875,42,2.51,7.972810784121404,18,18,2.5,197543.48758811996,189000
8,1752,Gilbert,2,559,4.7375,46,4.04,7.7458682297922685,22,5,2.0,213336.19824322805,164000
4,672,Edwards,1,672,5.1925,66,3.03,7.20414929203594,68,59,2.0,92609.44456722519,113000
4,960,Sawyer,1,648,6.5975,45,1.85,7.3833681469923835,41,5,1.5,145073.5551629161,145000
5,999,NAmes,1,925,6.5975,49,2.33,7.562681246721884,44,44,2.0,127397.58047588648,134500
5,894,Sawyer,1,894,6.2620000000000005,41,2.46,7.489412083508719,41,41,1.0,108684.2841476397,125000
6,1902,Sawyer,2,0,5.098000000000001,27,2.97,7.551186867296149,32,32,2.0,129895.06700577756,112000
8,1314,Somerst,2,1300,5.0575,43,3.76,7.869019376499023,0,0,3.0,235820.6805626047,229456
4,912,BrkSide,0,0,6.7625,41,0.95,6.816735880594968,59,56,1.0,78445.22414085826,80500
6,1218,BrDale,0,672,6.5075,27,2.59,7.544861068658458,35,35,1.5,89528.2865941847,91500
5,912,NAmes,1,912,6.24,40,2.32,7.509335266016592,42,42,1.0,101501.60396961252,115000
5,1211,Sawyer,1,952,6.4775,35,2.34,7.679713639966372,40,40,1.0,123518.9184538129,134000
6,1846,NAmes,1,1040,6.2175,35,2.23,7.967973179662935,58,57,2.0,158376.34196410087,143000
5,2136,NAmes,2,2136,6.3575,46,1.74,8.360071435644025,55,55,2.0,138599.11903395492,137900
7,1490,Gilbert,2,788,5.9175,30,3.39,7.731492029245684,4,3,3.5,203624.20384825775,184000
6,1138,NAmes,1,588,6.657500000000001,46,2.3,7.454141078146678,49,49,1.5,149527.24432298163,145000
6,1933,Somerst,3,894,5.758,30,3.42,7.947325027016463,1,1,2.5,222886.9666356954,214000
5,912,NAmes,2,912,5.286,50,2.18,7.509335266016592,43,0,2.0,151227.655417054,147000
9,1702,NridgHt,3,1702,6.2,54,4.87,8.133000218583613,0,0,2.5,322755.4921774434,367294
5,1507,NAmes,1,1075,6.4775,37,2.46,7.8567067930958405,48,48,2.0,128670.56939419624,127000
5,2620,Sawyer,2,1361,6.572,82,2.13,8.289539484624141,30,30,3.0,204906.3440682676,190000
5,1190,NAmes,2,1106,6.5975,27,2.21,7.739359202689098,44,44,2.0,136413.39769329297,132500
4,1224,NAmes,2,0,6.156000000000001,36,1.87,7.110696122978827,45,45,2.0,103366.5850458748,101800
5,1188,NAmes,2,1188,4.8875,44,2.06,7.773594467360194,51,51,2.0,126759.27518909752,142000
5,1964,SWISU,0,940,6.0875,46,0.4,7.974188669286011,97,58,1.5,119842.378956393,130000
5,1784,Crawfor,1,747,6.7625,26,2.18,7.836764783264067,92,56,1.5,142579.76993062443,138887
7,1626,NridgHt,2,764,4.7375,39,4.97,7.779466967458324,7,7,2.5,171386.63063550176,175500
7,1948,CollgCr,2,847,6.4025,52,2.23,7.935945103353701,2,1,2.5,210056.80551479344,195000
6,1141,SawyerW,2,1141,6.324,45,2.31,7.733245646529795,1,1,1.5,140519.26211021421,142500
8,1484,Timber,2,1476,6.095,37,3.45,7.993282328101591,1,1,2.0,233326.48551577487,265900
7,1768,CollgCr,2,884,6.425999999999999,27,2.71,7.88344635413774,5,5,3.5,206303.1785517404,224900
7,1689,Somerst,3,1689,6.657500000000001,45,3.21,8.12533508671429,0,0,2.0,249755.77969664705,248328
7,1173,NWAmes,2,1053,5.03,40,2.82,7.708410667257367,36,36,3.0,172443.35843716696,170000
10,2076,NridgHt,3,2076,6.4025,75,4.82,8.331586243630754,0,0,3.5,434189.57404091867,465000
8,1517,Crawfor,2,792,6.682,51,2.26,7.745002803515839,77,56,1.0,203611.24751906298,230000
6,1868,NWAmes,2,585,6.2175,27,3.74,7.805474625270857,23,4,3.5,191588.4350874306,178000
7,1553,Somerst,2,756,6.324,44,3.73,7.745002803515839,1,0,2.5,194469.48499202813,186500
6,1034,Mitchel,3,1012,4.8875,29,3.28,7.624130585661289,34,34,2.0,144606.25611562323,169900
6,2058,OldTown,2,735,5.9175,35,0.81,7.935229539816907,91,58,1.5,138069.8076392351,129500
5,988,NAmes,1,876,6.2620000000000005,49,1.76,7.5310163320779155,57,57,1.0,119169.24388108056,119000
7,2110,NAmes,2,2110,5.098000000000001,49,1.89,8.347827345782498,42,42,3.5,270507.0903000724,244000
7,1405,NridgHt,2,1405,6.324,37,4.79,7.941295570906532,3,3,2.0,191366.19388610276,171750
5,874,Mitchel,1,864,4.875,50,2.79,7.461065514354283,41,41,2.0,113001.13731145673,130000
7,2167,Veenker,2,1192,6.695,59,4.35,8.11969625295725,33,4,3.5,266963.17318362044,294000
7,1656,Edwards,2,746,6.425999999999999,41,2.69,7.784473235736469,5,4,2.5,188692.63763768174,165400
6,1367,BrkSide,1,884,6.208,38,1.73,7.719573989259581,76,57,1.0,128905.67256003206,127500
8,1987,NoRidge,2,1986,6.4775,49,4.24,8.287528423111763,14,14,3.0,303899.4208807146,301500
5,864,Edwards,0,864,5.222,39,2.71,7.455298485683291,87,59,1.0,91547.03696671121,99900
7,1166,Gilbert,2,856,6.425999999999999,42,3.96,7.612336837167746,3,3,3.0,191008.01790398685,190000
6,1054,NAmes,2,1054,6.425999999999999,35,2.03,7.653969180478774,39,39,2.5,160739.26670947226,151000
6,1675,Gilbert,2,841,5.42,34,3.69,7.830822995135316,10,10,2.5,188529.85641411165,181000
5,1050,NAmes,1,1050,5.42,49,2.11,7.650168700845001,53,53,1.0,126452.06529228592,128900
4,1788,ClearCr,1,1104,4.875,34,2.81,7.970049304976135,52,20,2.0,141254.64184116846,161500
6,1824,BrkSide,2,764,6.695,34,1.59,7.859026979751538,88,57,1.0,165593.79085944424,180500
6,1337,NAmes,2,1405,6.4775,30,2.46,7.916807490937603,10,9,3.0,171226.73702261358,181000
7,1452,Somerst,2,691,6.324,41,3.26,7.670428522190693,7,7,3.5,179927.387623891,183900
7,1889,OldTown,1,925,6.2175,39,0.96,7.942717540573791,97,57,1.5,119072.77404951448,122000
9,2018,Timber,3,2002,4.8875,56,4.39,8.299285906897275,2,1,2.0,320900.71485921816,378500
8,3447,Crawfor,3,728,6.036,136,2.81,8.337109129562474,73,11,3.5,403084.37856804737,381000
5,1524,NAmes,1,874,6.695,37,1.89,7.782807262839695,49,49,1.5,133163.31286397192,144000
7,1524,ClearCr,2,1332,5.098000000000001,25,3.33,7.957527402230773,31,31,2.5,236421.03427203378,260000
6,1489,NWAmes,2,1489,5.1925,35,4.05,7.999342952713282,41,41,2.0,180092.9199301035,185750
5,935,Sawyer,1,935,6.24,46,2.27,7.534228326274089,41,41,2.0,130144.35880046555,137000
6,1357,Edwards,1,1019,6.036,23,3.02,7.773594467360194,49,2,2.0,176191.44009795383,177000
5,1250,Crawfor,2,661,6.208,26,2.73,7.555905093611346,97,4,2.0,141732.68325031924,139000
5,1920,NAmes,2,928,6.695,39,2.16,7.954723334497908,59,57,2.0,144485.10661824082,137000
6,1395,NWAmes,2,723,4.93,41,3.37,7.6586995582682995,37,37,2.0,159545.73068814556,162000
6,1724,NWAmes,2,1680,5.42,27,3.73,8.133000218583613,42,33,2.5,197281.59496931944,197900
8,2031,CollgCr,2,1128,5.97,45,2.57,8.058327306580958,6,6,3.5,254262.57715994996,237000
4,1128,IDOTRR,2,698,5.098000000000001,34,0.84,7.510430556378006,90,60,1.0,70911.56031036703,68400
7,1573,CollgCr,2,1573,5.0025,30,2.4,8.054204897064407,7,7,3.0,211828.27809304727,227000
7,1339,Timber,2,1309,6.7625,34,3.76,7.88193748927207,16,16,3.0,194663.93353754014,180000
5,1040,CollgCr,2,1040,5.0575,47,1.54,7.640603826393634,32,1,2.0,147259.4290986523,150500
6,1824,Mitchel,0,912,5.098000000000001,41,2.87,7.914617709040679,39,39,3.0,141844.27953387142,139000
6,2447,SWISU,1,804,4.9675,71,1.22,8.087025470667701,91,20,2.0,174705.0914474307,169000
6,1412,BrkSide,1,780,4.8575,36,1.37,7.693025748417888,70,59,1.0,133544.08388820523,132500
6,1328,NWAmes,2,1328,4.7375,22,3.34,7.884952945759814,47,47,2.5,146055.46549197138,143000
5,1582,ClearCr,2,1624,6.682,24,3.01,8.073091199693154,42,42,2.5,175916.8770309863,190000
8,1659,StoneBr,2,1501,4.952,50,3.94,8.058643712215618,9,9,3.0,250923.7952960341,278000
8,1970,NridgHt,3,1085,6.3575,52,5.0,8.024862150286411,0,0,2.5,286257.14346795715,281000
5,1152,NAmes,2,1152,5.098000000000001,39,2.35,7.742835955430749,46,46,2.0,165099.03064752114,180500
5,1302,BrDale,1,630,5.13,26,1.88,7.566828479208331,37,37,2.5,118694.10537394503,119500
5,2372,OldTown,1,994,4.93,56,1.21,8.121777419161074,117,44,2.0,112270.94472802148,107500
7,1664,NWAmes,2,832,6.324,40,4.1,7.822845290279774,30,30,2.5,181084.99268440457,162900
5,864,Edwards,2,864,6.5075,51,2.56,7.455298485683291,51,16,2.0,121537.49709260372,115000
5,1052,NAmes,1,1052,6.24,48,1.95,7.652070746116482,38,38,2.5,128465.6055785999,138500
5,1128,NAmes,2,1120,5.286,35,2.06,7.718240951959316,45,45,3.0,150223.73707391112,155000
6,1072,Edwards,2,547,6.682,48,3.08,7.3901814282264295,1,0,3.0,143064.47829008277,140000
5,1246,NAmes,1,1246,4.8875,23,2.1,7.821242083523558,51,16,2.5,160059.77408368292,154000
7,1983,Gilbert,2,978,4.8575,40,4.38,7.993619994827744,10,10,2.5,227098.65844301734,225000
6,1494,Crawfor,1,771,4.875,25,2.57,7.725771441587952,67,59,1.0,159934.24960936324,177500
8,2526,NoRidge,3,1165,6.135,84,4.23,8.213923595622743,12,12,3.5,306078.0390153985,290000
7,1616,Somerst,3,1616,6.5075,31,3.52,8.081165777725433,1,1,2.0,222332.37664500932,232000
7,1708,Edwards,2,976,6.5075,37,2.37,7.895436006942965,2,2,2.0,143635.6881750634,130000
9,1652,NridgHt,2,1652,4.875,49,5.28,8.103191752285786,3,2,3.0,312316.13070091425,325000
